product_id		attribute_id		attribute_value
1254901001		shop_the_look_0		1137112011;;1265077001;;1187052008
1254901001		shop_the_look_1		1230603001;;1240595001;;1239979001
1229297002		shop_the_look_0		1233180001;;1170235001;;1271475001
1229297002		shop_the_look_1		1225212001;;1275617001;;1240595001
1238062001		shop_the_look_0		1242753001;;1244062002;;1261744001
1238062001		shop_the_look_1		1240754001;;1247098001;;1238876001
1196947025		shop_the_look_0		1241678001;;1237918002;;1241792001
1196947025		shop_the_look_1		1190723001;;1218892001;;1225212001
1248389001		shop_the_look_0		1230602001;;1256319001;;1195882001
1246798002		shop_the_look_0		1248496002;;1242911001;;1242910001
1246798002		shop_the_look_1		1230597001;;1224988001;;1230615005
1242179001		shop_the_look_0		1243637001;;0989040069;;1232468003
1242179001		shop_the_look_1		1242832001;;1242178001;;1252170002
1242179001		shop_the_look_2		1233583001;;1230597001;;1233140001
1242389001		shop_the_look_0		1243931001;;1241132001;;1250397001
1242389001		shop_the_look_1		1247098001;;1218892001;;1225212001
1249495001		shop_the_look_0		1248999001;;1241198001;;1232462001
1249495001		shop_the_look_1		1248145001;;1214832001;;1230597001
1262016001		shop_the_look_0		1246547003;;1232336001;;1208911007
1262016001		shop_the_look_1		1253994003;;1240754001;;1244387001
1201098003		shop_the_look_0		1248999002;;1179401002;;1242419002
1201098003		shop_the_look_1		1218892001;;1190723001;;1275616001
1246537001		shop_the_look_0		1242189001;;1242174001;;1208911007
1246537001		shop_the_look_1		1230597001;;1247098001;;1240595001
1242892003		shop_the_look_0		1242895001;;1242885001;;1114437004
1242892003		shop_the_look_1		1252170002;;1242178001;;1243931001
0753391124		shop_the_look_0		1251659001;;1234962001;;1223518005
0753391124		shop_the_look_1		1253994001;;1275614001;;1230613001
1271468001		shop_the_look_0		1271457001;;1241792003;;1129676011
1271468001		shop_the_look_1		1275614001;;1253994003;;1230607002
1241793003		shop_the_look_0		1259397001;;1241269001;;1262323001
1241793003		shop_the_look_1		1247098001;;1224988001;;1240595001
1244536001		shop_the_look_0		1233583001;;1230606001;;1230597001
1252170002		shop_the_look_0		1131583001;;1191468001;;1242179001
1252170002		shop_the_look_1		1195882001;;1230615005;;1224988001
0960679001		shop_the_look_0		1214190005;;1243914002;;1246547001
0960679001		shop_the_look_1		1253994003;;1230578001;;1230615006
1246237001		shop_the_look_0		1244359001;;1219886001;;1236533001
1246237001		shop_the_look_1		1255047001;;1230578001;;1214832002
1238168002		shop_the_look_0		1251659001;;1242912001;;1249018001
1238168002		shop_the_look_1		1247098001;;1249821001;;1230595001
1046869001		shop_the_look_0		1232254005;;1184210006;;1052587030
1046869001		shop_the_look_1		1230603001;;1240595001;;1230595001
1242552002		shop_the_look_0		1243914001;;1208911002;;1171192002
1242552002		shop_the_look_1		1230589002;;1238874001;;1235449001
1024907056		shop_the_look_0		1246547003;;1242189001;;1258987001
1024907056		shop_the_look_1		1240595001;;1230603001;;1247098001
1259519002		shop_the_look_0		1259397001;;1271456001;;1242335001
1259519002		shop_the_look_1		1247124001;;1242831001;;1241678002
1259519002		shop_the_look_2		1214832001;;1240754001;;1224988001
1255047001		shop_the_look_0		1235216002;;1244656001;;1238795002
1255047001		shop_the_look_1		1002949002;;1253518001;;1261873001
1255047001		shop_the_look_2		1219888001;;1219886001;;1236533001
1242782001		shop_the_look_0		1244165001;;1245012001;;1203771001
1242782001		shop_the_look_1		1208324001;;1271742001;;1271748002
1242782001		shop_the_look_2		1255047001;;1250903001;;1259494001
1258151001		shop_the_look_0		1241260002;;1271462001;;1242920004
1258151001		shop_the_look_1		1230603001;;1224988001;;1230615005
1126010008		shop_the_look_0		1253618001;;1215841002;;1240634001
1126010008		shop_the_look_1		1240595001;;1230603001;;1230597002
1261744002		shop_the_look_0		1244165001;;1187429003;;1250147001
1261744002		shop_the_look_1		1102691003;;1241508002;;1250439001
1261744002		shop_the_look_2		1271847001;;1238880001;;1243591002
1262323001		shop_the_look_0		1241792003;;1219193003;;1215461003
1262323001		shop_the_look_1		1214832001;;1230597001;;1224988001
1243641001		shop_the_look_0		1250439001;;1235443002;;1242174001
1243641001		shop_the_look_1		1233583001;;1218892001;;1233140001
1238063002		shop_the_look_0		1242318002;;1187429004;;1215840003
1238063002		shop_the_look_1		1244359001;;1238716002;;1219886001
1238063002		shop_the_look_2		1271847001;;1255047001;;1190723001
1271477001		shop_the_look_0		1271457001;;1241792003;;1129676006
1271477001		shop_the_look_1		1275614001;;1240595001;;1230595001
1242915001		shop_the_look_0		1242917001;;1242895003;;1271735001
1242915001		shop_the_look_1		1240595001;;1247098001;;1239979003
1211698003		shop_the_look_0		1242174001;;1242189001;;1246547003
1211698003		shop_the_look_1		1214832001;;1230578001;;1230603001
1244174003		shop_the_look_0		1242801001;;1249552002;;1242809001
1244174003		shop_the_look_1		1247098001;;1218892001;;1275616001
1192716001		shop_the_look_0		1200576003;;1242418002;;1251086001
1192716001		shop_the_look_1		1188205003;;1249781002;;1256002002
1192716001		shop_the_look_2		1233583001;;1218892001;;1247098001
